,road,idx,lrp,lat,lon
15000,Z8408,17,LRP005d,22.9618889,89.8453052
15001,Z8412,17,LRP006,23.0727493,89.92480490000001
15003,Z8416,17,LRP005c,23.5574722,89.88105490000001
15004,Z8419,17,LRP005,23.1565833,89.88766629999999
15007,Z8430,17,LRP003a,22.9168049,89.9023333
15010,Z8601,17,LRP006,23.1391108,90.4123333
15011,Z8602,17,LRP004c,23.2507778,90.3873052
15012,Z8603,17,LRP007,23.10725,90.1886663
15013,Z8604,17,LRP006b,23.1173604,90.2337219
15016,Z8607,17,LRP005a,23.2880274,90.3822493
15018,Z8699,17,LRPE,23.0937774,90.65675
15019,Z8701,17,LRP004,22.4541667,89.9913886
15020,Z8702,17,LRP005d,22.5821104,90.0913886
15021,Z8703,17,LRP004b,22.6240827,90.1200271
15022,Z8704,17,LRP005a,22.6927219,90.2029444
15023,Z8705,17,LRP004,22.4618056,90.0907219
15024,Z8706,17,LRP003a,22.4597222,90.1270827
15025,Z8708,17,LRP004c,22.5277771,90.148583
15026,Z8709,17,LRP001a,22.6513889,90.2645
15027,Z8713,17,LRP003f,22.595694100000003,90.05797220000001
15028,Z8716,17,LRP004c,22.681749300000003,90.16575
15029,Z8717,17,LRP005,22.5408052,90.0801382
15030,Z8740,17,LRP001,22.4178604,90.10875
15031,Z8750,17,LRP004a,22.665527800000003,90.1057778
15032,Z8803,17,LRP009a,22.318916,90.1374997
15033,Z8804,17,LRP008a,22.2359441,90.3956108
15034,Z8806,17,LRP004,22.4657778,90.3718882
15035,Z8810,17,LRP007,22.4964997,90.3060833
15036,Z8814,17,LRP004b,22.2129722,90.0728049
15037,Z8815,17,LRP004a,22.3447497,90.0329993
15038,Z8905,17,LRP012,22.4245549,90.85025
15039,Z8909,17,LRP006,22.1906663,90.8133889
15040,Z8910,17,LRP008b,22.6521111,90.4759716
15041,Z8913,17,LRP009a,22.3364163,90.715
15042,Z8915,17,LRP009,22.5967497,90.696583
15043,Z8916,17,LRP009,22.5984441,90.724166
15044,Z8943,17,LRP008,22.4301104,90.7763327
15045,N1,18,LRP009a,23.706083300000003,90.5215271
15047,N102,18,LRP008b,23.5423052,91.0741382
15049,N104,18,LRP008d,22.9815271,91.3369163
15050,N105,18,LRP007b,23.7445552,90.5856108
15051,N106,18,LRP005,22.4377497,91.8204993
15052,N107,18,LRP005a,22.3559722,91.9136667
15053,N108,18,LRP005a,22.1245549,92.1175827
15055,N110,18,LRP004c,21.4177216,91.983333
15056,N111,18,LRP005,22.3549444,91.76075
15059,N120,18,LRP007,23.4624444,91.195833
15060,N123,18,LRP008,22.8387219,91.5472219
15067,N2,18,LRP012,23.7849719,90.5660278
15069,N204,18,LRP009,24.125221600000003,91.4061944
15072,N207,18,LRP006a,24.2895274,91.57130490000002
15073,N208,18,LRP006a,24.5031944,91.7970274
15075,N210,18,LRP005,24.8818327,91.9394719
15079,N3,18,LRP010,23.8882219,90.4008889
15080,N302,18,LRP009,23.8986108,90.3294438
15082,N309,18,LRP005,24.7211104,90.4020556
15083,N4,18,LRP010,24.0175549,90.3026389
15084,N401,18,LRP009a,24.6642778,90.0915274
15085,N402,18,LRP005a,25.0203882,90.171666
15087,N404,18,LRP006b,24.277916,89.9190549
15092,N5,18,LRP007a,23.7931663,90.27130490000002
15094,N502,18,LRP010a,24.744888600000003,89.3371108
15098,N506,18,LRP006,25.7349163,89.30463890000001
15099,N507,18,LRP005c,24.4095,89.5077778
15100,N508,18,LRP013a,25.6509167,88.64647190000001
15101,N509,18,LRP007c,25.8748327,89.44830520000001
15103,N511,18,LRP006,23.8827493,90.3102222
15105,N514,18,LRP007a,24.8831382,89.36316670000001
15106,N515,18,LRP006c,24.8424719,89.40275
15107,N516,18,LRP004b,24.8254716,88.95222220000001
15108,N517,18,LRP004b,25.7411941,89.25394440000001
15109,N518,18,LRP004a,25.7735271,88.877666
15112,N540,18,LRP011,24.0048056,90.2503056
15113,N6,18,LRP012a,23.9616944,89.4958886
15114,N602,18,LRPE,24.4065833,89.9568056
15115,N603,18,LRP004c,24.3901941,88.6888608
15116,N604,18,LRP003c,24.00225,89.2326382
15118,N7,18,LRP007c,23.7169438,89.74202740000001
15120,N702,18,LRP008b,23.2313049,89.2312771
15122,N704,18,LRP007,23.6066667,89.18197159999998
15123,N705,18,LRPE,24.1299993,89.1186938
15124,N706,18,LRP008,23.1284993,89.1514722
15125,N707,18,LRP005a,23.1511667,89.2302216
15127,N709,18,LRP005b,22.8875274,89.48663859999999
15130,N712,18,LRP005c,23.5254438,89.1701104
15132,N715,18,LRP005c,22.6760549,88.98305490000001
15133,N8,18,LRP005,23.6726104,90.4023611
15134,N801,18,LRP005a,22.6870274,90.3879719
15137,N804,18,LRP005a,23.4258049,89.9598056
15138,N805,18,LRP005a,23.4024167,89.937083
15139,N806,18,LRP007,23.183583,89.6539444
15141,N809,18,LRP007,22.6965274,90.4064444
15142,R110,18,LRP005d,23.718666,90.4846108
15145,R113,18,LRP009a,23.6098056,90.5195827
15146,R114,18,LRP010,23.7886386,90.6533056
15148,R140,18,LRP009,23.3827216,91.1590556
15149,R141,18,LRP007,23.2971108,91.1297216
15150,R142,18,LRP006,22.991333,91.0965552
15151,R143,18,LRP007a,22.895888600000003,91.0305271
15156,R151,18,LRP004e,22.926166,91.5521111
15157,R152,18,LRP008c,22.9546111,91.6834441
15158,R160,18,LRP006,22.5412774,91.8002778
15159,R161,18,LRP013,22.5160833,92.1329993
15160,R162,18,LRP015,22.7457497,92.0550556
15161,R163,18,LRP007,22.4346108,91.8901663
15162,R164,18,LRP004b,22.5006944,92.1713327
15163,R170,18,LRP004,22.2635278,91.9735271
15164,R171,18,LRP009f,22.0075,92.0539444
15165,R172,18,LRP006c,21.7515833,92.019666
15166,R180,18,LRP003d,21.4419997,91.9777216
15168,R202,18,LRP009,23.774666,90.4926941
15169,R203,18,LRP005b,23.7937219,90.6174716
15171,R211,18,LRP006b,24.0328327,90.7363052
15172,R212,18,LRP008d,24.1546111,90.7499163
15173,R220,18,LRP007b,24.123666,91.1331382
15174,R221,18,LRP005b,24.3479997,91.4252216
15176,R240,18,LRP007,24.3113611,91.445583
15177,R241,18,LRP007,24.648888600000003,91.5816938
15181,R250,18,LRP008a,24.8524722,91.9343052
15182,R251,18,LRP005a,24.8165556,92.0355274
15183,R280,18,LRP006a,24.9127778,91.8125
15184,R281,18,LRP008a,24.5261938,91.9242493
15185,R282,18,LRP003,24.5836941,92.1353052
15186,R283,18,LRP006a,24.9009722,91.8248604
15187,R301,18,LRP010,23.9362219,90.4818882
15190,R310,18,LRP008b,24.0281104,90.4839719
15192,R312,18,LRP007,24.1016389,90.4666389
15193,R313,18,LRP009a,24.1918608,90.4963052
15194,R314,18,LRP008a,24.2367219,90.4909719
15195,R315,18,LRP010,24.2155278,90.3266938
15198,R360,18,LRP007,24.7378608,90.5102778
15200,R370,18,LRP009,24.7737771,90.4634167
15201,R371,18,LRP011,24.8504167,90.4269716
15204,R451,18,LRP008,24.448888600000004,89.665
15205,R460,18,LRP004,24.9300271,89.9670271
15206,R480,18,LRP006,24.3799716,89.9302771
15207,R504,18,LRP007,23.805805600000003,90.2114722
15208,R506,18,LRP007,23.90575,89.87722159999998
15210,R544,18,LRP007a,24.7508889,88.9717771
15211,R545,18,LRP009,24.8617778,89.28130490000001
15213,R547,18,LRP009,24.9091389,88.9145556
15214,R548,18,LRP007a,24.7445274,88.96194440000001
15215,R549,18,LRP005b,24.998333,88.94097190000001
15216,R550,18,LRP006a,25.0238327,89.30752779999999
15217,R555,18,LRP008a,25.3027778,89.43049930000001
15218,R556,18,LRP005a,25.5699716,89.2298049
15219,R557,18,LRP003b,25.5889163,89.06052779999999
15220,R558,18,LRP003c,25.5314438,88.9602778
15221,R560,18,LRP008c,25.8694716,89.10161109999999
15222,R570,18,LRP010b,25.8874997,88.8735827
15223,R585,18,LRP008,25.1693327,89.33272159999999
15225,R587,18,LRP004b,26.0417774,88.43258270000001
15226,R601,18,LRP009,23.984194100000003,89.3185271
15228,R603,18,LRP011,25.0416663,89.15138890000001
15229,R604,18,LRP011a,24.1466941,89.25675
15230,R605,18,LRP014,23.9693049,89.2852497
15231,R681,18,LRP010a,24.423666,88.36197220000001
15233,R685,18,LRP006a,24.4337219,88.6106944
15234,R710,18,LRP010a,23.7524722,89.6444997
15238,R720,18,LRP007,23.446333,89.47830490000001
15240,R745,18,LRP007b,23.9321938,89.02552709999999
15241,R746,18,LRP008d,23.70575,88.6083611
15242,R747,18,LRP008b,23.8460552,89.0376663
15243,R748,18,LRP008a,23.6005,88.781666
15244,R749,18,LRP008,23.5454997,88.74427740000002
15245,R755,18,LRP008,23.0781382,89.2346663
15246,R760,18,LRP008,22.7931386,89.4990552
15247,R765,18,LRP007,23.0055833,88.990833
15248,R770,18,LRP007,22.7023889,89.698833
15249,R771,18,LRP009a,22.7912774,89.6649444
15254,R812,18,LRP009a,23.575999300000003,90.5139444
15257,R820,18,LRP010b,23.6897774,90.3082778
15260,R850,18,LRP011,23.1808882,89.95169440000001
15262,R860,18,LRP004b,23.1618611,90.1773327
15263,R861,18,LRP005a,23.2283882,90.3496386
15264,R870,18,LRP007c,22.671666,90.2764993
15265,R880,18,LRP008a,22.290083,90.3253049
15266,R881,18,LRP010a,22.0455552,90.2394719
15267,R890,18,LRP008,22.6686104,90.6591667
15269,Z1001,18,LRP003,21.4371663,92.1183049
15270,Z1002,18,LRP004,21.8027778,92.0441108
15271,Z1004,18,LRP003d,21.6996941,91.924916
15272,Z1005,18,LRP005,21.7132222,92.1223604
15273,Z1007,18,LRP002e,21.8998052,92.0805549
15274,Z1008,18,LRP003b,23.5178604,91.0103889
15275,Z1009,18,LRP006a,21.3839997,92.1156389
15276,Z1012,18,LRP004d,22.5096389,91.9444719
15277,Z1013,18,LRP008,21.994138600000003,92.1901663
15278,Z1016,18,LRP010a,22.3106111,91.7680549
15279,Z1017,18,LRP006,23.5459997,90.9507778
15280,Z1018,18,LRP005,22.2484719,91.8704993
15281,Z1019,18,LRP005b,22.076166,92.0404441
15282,Z1021,18,LRP011b,22.7948052,91.649083
15283,Z1022,18,LRP007b,23.4411108,91.0046944
15284,Z1025,18,LRP008,22.4861941,91.480666
15285,Z1026,18,LRP005,22.2244438,92.0734438
15286,Z1028,18,LRP007,23.4330549,91.0486108
15287,Z1029,18,LRP004d,23.4551111,91.1193604
15288,Z1030,18,LRP006a,23.035888600000003,91.3229438
15289,Z1031,18,LRP008a,23.0154167,91.4005278
15290,Z1032,18,LRP004e,22.9954997,91.5178327
15291,Z1033,18,LRP007b,23.0904997,91.4318882
15292,Z1034,18,LRP006b,22.9561667,91.408
15293,Z1035,18,LRP005a,23.0766104,91.5035556
15294,Z1036,18,LRP004,22.1828049,92.0221938
15295,Z1037,18,LRP003d,22.0717493,92.0321382
15296,Z1038,18,LRPE,23.189833,91.4689438
15297,Z1039,18,LRP005c,22.242583,92.0022222
15298,Z1040,18,LRP005,22.20225,91.9852219
15299,Z1041,18,LRP006a,23.5096111,91.1426941
15300,Z1042,18,LRP006a,23.5663333,90.8727771
15301,Z1043,18,LRP006,23.738138600000003,90.7832771
15302,Z1044,18,LRP006c,23.4848052,90.8105
15303,Z1045,18,LRP009b,23.2226382,91.2364719
15304,Z1046,18,LRP007a,23.3147778,91.2169993
15306,Z1048,18,LRP004a,23.2124722,91.1527222
15307,Z1049,18,LRP008,23.3049722,91.1701104
15308,Z1050,18,LRP008,23.3153889,90.9376663
15309,Z1051,18,LRP004d,23.425721600000003,91.1718327
15310,Z1052,18,LRP007,23.4483886,91.1519167
15311,Z1053,18,LRP005a,23.5817493,90.7882219
15315,Z1057,18,LRPE,22.3029444,92.0252493
15316,Z1059,18,LRP005,22.3333608,91.9670549
15319,Z1062,18,LRP005,23.4901663,90.720166
15320,Z1063,18,LRP007,23.5428886,90.6040833
15322,Z1065,18,LRP008c,22.3450274,91.8903052
15323,Z1066,18,LRP005b,23.6323604,90.549583
15324,Z1069,18,LRP013,23.3688604,90.631666
15325,Z1070,18,LRP003a,22.2921663,91.9175827
15328,Z1076,18,LRP006c,21.8685271,91.8570556
15329,Z1081,18,LRP005,23.084388600000004,91.4501667
15331,Z1084,18,LRP008,22.8359719,91.4864163
15332,Z1086,18,LRP015a,22.706083300000003,91.7229716
15333,Z1087,18,LRP011a,22.601083300000003,91.7807493
15334,Z1088,18,LRP006c,22.1776104,91.8620556
15335,Z1089,18,LRP005d,23.6655833,90.626916
15336,Z1095,18,LRP007a,22.464,91.4879719
15337,Z1098,18,LRP006,21.3715549,92.0149444
15338,Z1099,18,LRP006,20.8136389,92.3092222
15344,Z1124,18,LRP026b,21.8931108,91.9738604
15345,Z1125,18,LRP005b,21.8123889,92.0225827
15346,Z1126,18,LRP009,21.7545556,92.1066111
15347,Z1127,18,LRP008,21.7887497,92.0121944
15350,Z1130,18,LRP012a,21.599138600000003,92.1427219
15351,Z1131,18,LRPE,21.6136667,92.0142778
15352,Z1132,18,LRP007b,21.497138600000003,91.9967774
15353,Z1133,18,LRP003b,21.1110278,92.171916
15354,Z1134,18,LRP004b,23.0043611,91.4373608
15357,Z1201,18,LRP006,23.7532222,91.1036111
15358,Z1202,18,LRP005c,23.8326938,91.1997219
15359,Z1205,18,LRP007b,23.6469997,90.9002778
15360,Z1206,18,LRP006b,23.6896941,90.9754716
15361,Z1210,18,LRP007a,23.989888600000004,91.0362497
15362,Z1216,18,LRP005c,23.8839997,91.184583
15363,Z1219,18,LRP006a,23.5337219,91.0614167
15364,Z1220,18,LRP007b,23.7197216,90.9167216
15365,Z1221,18,LRP006,23.680666,90.9431108
15366,Z1401,18,LRP009,23.3752493,91.0668049
15367,Z1402,18,LRP007a,23.3205827,90.6851663
15368,Z1403,18,LRP006a,23.7238882,91.0139167
15369,Z1405,18,LRP005b,22.9026111,90.8457774
15370,Z1407,18,LRP008,23.2056944,91.0136944
15371,Z1411,18,LRP008,23.3146667,91.0004722
15372,Z1412,18,LRP012,23.2086667,90.77855490000002
15373,Z1413,18,LRP012a,22.589194100000004,90.990583
15374,Z1414,18,LRP007a,23.2683882,91.0561389
15375,Z1415,18,LRP007a,23.1563889,91.185833
15376,Z1416,18,LRP006,23.9109722,91.2325549
15377,Z1417,18,LRP006,23.1145,90.9567778
15378,Z1420,18,LRP005a,22.9829438,91.1414997
15379,Z1421,18,LRP006d,23.0382219,91.1524722
15380,Z1422,18,LRP007b,23.1929441,90.8539444
15381,Z1423,18,LRP007,23.3714993,91.1446941
15382,Z1424,18,LRP013,22.6730827,91.0866941
15383,Z1425,18,LRP005b,22.9018889,91.3594444
15384,Z1426,18,LRP008b,22.9862497,90.9874997
15385,Z1429,18,LRP006a,22.867666,91.0526389
15386,Z1430,18,LRP006,23.0969163,90.9906663
15387,Z1432,18,LRP008,22.927166,90.9223882
15388,Z1433,18,LRP004d,22.9024167,91.3171104
15389,Z1434,18,LRP007,22.8289438,91.327916
15390,Z1436,18,LRP006b,23.085138600000004,90.9314716
15392,Z1438,18,LRP007a,22.2669993,91.0862219
15393,Z1439,18,LRP012b,22.2789438,91.1407219
15395,Z1441,18,LRP007c,22.8402774,91.1607222
15397,Z1443,18,LRP006b,22.981916,91.2883886
15398,Z1444,18,LRP005e,23.0154167,91.3075833
15399,Z1445,18,LRP005a,23.3427219,90.8488608
15401,Z1448,18,LRP007,22.8796104,91.2616667
15405,Z1466,18,LRPE,23.0728049,90.8372774
15406,Z1472,18,LRP008,23.034638600000005,90.780166
15407,Z1482,18,LRP007a,23.3056111,90.7873886
15409,Z1508,18,LRP014,22.7964719,91.2278327
15410,Z1510,18,LRP006a,22.9815271,90.8673604
15411,Z1601,18,LRP006,22.80875,91.872416
15412,Z1602,18,LRP010a,22.9240271,91.9357219
15413,Z1603,18,LRP004,23.1399719,92.00275
15414,Z1604,18,LRP008a,23.1659444,91.9436663
15415,Z1605,18,LRP008a,23.186138600000003,92.0991663
15416,Z1606,18,LRP015,23.1693049,92.1560278
15417,Z1608,18,LRP010,23.0879719,91.84402740000002
15418,Z1610,18,LRP010,23.3235827,92.0439997
15420,Z1612,18,LRP010a,22.8413608,92.1011944
15422,Z1617,18,LRP005a,22.5346663,92.0648889
15423,Z1618,18,LRP006a,22.4248049,91.7831382
15424,Z1619,18,LRP004b,22.5569167,91.8629722
15426,Z1623,18,LRP007,22.5898608,91.91872159999998
15427,Z1629,18,LRP005b,22.4967219,91.8938052
15428,Z1636,18,LRP006a,22.3933052,92.08030490000002
15431,Z1802,18,LRP003b,22.350777800000003,91.9270271
15434,Z1811,18,LRP006a,22.1599722,92.2148333
15435,Z1812,18,LRP002f,22.0844163,92.2648056
15436,Z1813,18,LRP008b,22.2071944,92.2670827
15437,Z1814,18,LRP011,22.3425274,92.194083
15438,Z1824,18,LRP006,23.2055833,90.9376108
15439,Z2002,18,LRP008,23.4510278,91.8280271
15440,Z2003,18,LRP008,24.4505833,91.9596389
15441,Z2008,18,LRP006a,24.2467497,91.5357219
15444,Z2011,18,LRP004c,25.0604722,92.1544167
15445,Z2012,18,LRP004,25.0921941,92.0848886
15446,Z2013,18,LRP007a,24.8011944,91.8538056
15448,Z2016,18,LRP006b,24.8245271,91.7407497
15449,Z2020,18,LRP007,24.6652222,91.9388886
15450,Z2031,18,LRP007,23.9337497,90.9847774
15452,Z2034,18,LRP009a,24.1288604,90.6658889
15453,Z2035,18,LRP004a,24.0673327,90.7653333
15454,Z2036,18,LRP002g,24.0214438,90.7219716
15455,Z2037,18,LRP005b,23.9727216,90.6617222
15457,Z2039,18,LRP008b,23.9664167,90.6212771
15458,Z2041,18,LRP006a,23.9972219,90.8679993
15459,Z2042,18,LRP007b,24.093583,90.8513333
15460,Z2044,18,LRP008,24.0528333,90.6829716
15461,Z2045,18,LRP009a,23.984833,90.6775271
15462,Z2047,18,LRP006a,23.8880552,90.6007778
15465,Z2055,18,LRP007b,23.8856108,90.7486386
15468,Z2121,18,LRP007,24.1122778,90.8433608
15469,Z2122,18,LRP004a,24.195138600000003,90.7178882
15470,Z2123,18,LRP002c,24.182471600000003,90.7520556
15471,Z2403,18,LRP008,24.4487497,91.37355490000002
15472,Z2405,18,LRP010,24.5395552,91.422416
15473,Z2801,18,LRP003a,24.96475,91.8782771
15474,Z2802,18,LRP008a,25.999388600000003,91.66075
15475,Z2804,18,LRP004d,25.083833,91.3676938
15476,Z2805,18,LRP006a,24.9501667,90.9913886
15477,Z2806,18,LRP004,25.067749300000003,91.2528056
15478,Z2807,18,LRP009,24.9181938,91.3497219
15479,Z2808,18,LRP004,24.9643611,91.8308882
15480,Z2809,18,LRP006,24.9364719,91.8679716
15481,Z2810,18,LRP006c,25.0665,91.70325
15482,Z2811,18,LRP004,25.049694100000004,91.5293327
15483,Z2812,18,LRP003a,24.85425,92.1322771
15484,Z2813,18,LRP004b,25.1371663,91.2759993
15485,Z2822,18,LRP006,24.4693882,91.9973608
15486,Z2823,18,LRP005a,24.5487497,92.1265827
15487,Z2824,18,LRP004,24.544638600000003,92.0924997
15488,Z2831,18,LRP002,24.7380552,92.0196104
15489,Z2832,18,LRP005b,24.8091389,91.9441108
15490,Z2834,18,LRP007a,25.171166,91.3515278
15492,Z3003,18,LRP006e,23.883249300000003,90.4634722
15499,Z3010,18,LRP007b,23.8998608,90.4836941
15501,Z3024,18,LRP010a,24.1182771,90.3534167
15502,Z3025,18,LRP009,24.0524444,90.5312493
15504,Z3030,18,LRP008,24.3856108,90.31705490000002
15505,Z3031,18,LRP010,24.437083,90.4624444
15506,Z3032,18,LRP005c,24.494888600000003,90.3426386
15507,Z3033,18,LRP007a,24.6913608,90.4569167
15508,Z3034,18,LRP006a,24.5615833,90.4401663
15509,Z3035,18,LRP008,24.7114167,90.3460552
15511,Z3037,18,LRP010,24.4510278,90.2899997
15514,Z3040,18,LRP005b,25.1180271,90.2171382
15517,Z3601,18,LRP009b,24.2198049,90.9136944
15518,Z3602,18,LRP006b,24.3885274,90.8197216
15519,Z3603,18,LRP008,24.4517222,90.8590833
15520,Z3604,18,LRP004b,24.4231382,90.7285271
15521,Z3605,18,LRP004d,24.0992497,90.9821104
15522,Z3607,18,LRP007a,24.5743604,90.7981386
15523,Z3608,18,LRP007a,24.6282771,90.7196938
15525,Z3615,18,LRP006,24.6116389,90.5397774
15526,Z3616,18,LRP007a,24.3946108,90.7470552
15527,Z3617,18,LRP006,24.2951108,90.6491108
15528,Z3623,18,LRP008,24.543833,91.0394441
15529,Z3701,18,LRP006b,24.8276382,90.7586389
15530,Z3703,18,LRP005b,24.9549444,90.8344163
15531,Z3704,18,LRP007a,25.0690271,90.6627222
15532,Z3705,18,LRP008b,25.1762771,90.6556667
15533,Z3706,18,LRP006,24.816999300000003,90.7385552
15534,Z3707,18,LRP004c,24.8962497,90.6858886
15536,Z3709,18,LRP007,24.9505556,90.7303604
15537,Z3710,18,LRP006a,24.8326938,90.6914719
15538,Z3711,18,LRP006b,25.0076944,90.3483886
15539,Z3712,18,LRP005,25.1244438,90.3905274
15540,Z3713,18,LRP006e,24.8091944,90.859
15541,Z4007,18,LRP008,24.1612778,89.9554722
15542,Z4009,18,LRP007,24.0508056,89.8094444
15543,Z4011,18,LRP012,24.1923886,90.1736104
15544,Z4012,18,LRP006,24.2333608,90.01361109999999
15545,Z4015,18,LRP009a,24.178916,89.95052779999999
15546,Z4016,18,LRP007d,24.3400274,90.0483886
15547,Z4017,18,LRP008a,24.562,89.9281938
15548,Z4018,18,LRP007a,24.7335552,89.87772159999999
15549,Z4019,18,LRP008c,24.567916,89.9478608
15550,Z4020,18,LRP007,24.5053056,89.914
15551,Z4021,18,LRP008,24.9498608,89.8883886
15552,Z4022,18,LRP005b,24.9201938,89.90563890000001
15553,Z4023,18,LRP007a,24.7816938,89.85311109999999
15555,Z4025,18,LRP006a,24.8562778,89.9038333
15556,Z4101,18,LRP009,24.8769438,90.0098611
15557,Z4104,18,LRP008,24.8708049,90.1342497
15558,Z4105,18,LRP006a,24.7136389,90.2617778
15559,Z4602,18,LRP006b,25.1063056,90.1476108
15560,Z4603,18,LRP008,25.1708882,90.1391108
15561,Z4604,18,LRP006,25.0852219,89.9673882
15562,Z4605,18,LRP005a,25.1534167,90.05511109999999
15563,Z4606,18,LRP006a,25.0147222,89.9324438
15564,Z4607,18,LRP009,25.1035,89.9870274
15567,Z4610,18,LRP004d,24.9942774,90.148333
15568,Z4614,18,LRP004a,25.1995552,89.83022159999999
15569,Z4615,18,LRP007,25.25725,89.8369163
15570,Z4616,18,LRP005b,25.1953608,89.9574167
15571,Z4617,18,LRP002b,24.9901663,90.0288604
15572,Z4619,18,LRP006,25.0648611,90.2447497
15574,Z4801,18,LRP013,24.5553333,89.82838819999999
15575,Z5001,18,LRP008b,26.3217216,88.47247159999999
15576,Z5002,18,LRP006a,26.05575,88.3639722
15577,Z5003,18,LRP007a,26.1821104,88.6052778
15578,Z5004,18,LRP007,25.890444100000003,88.19763859999999
15579,Z5005,18,LRP012a,25.799388600000004,88.78452740000002
15580,Z5006,18,LRP006,25.6646111,88.58708299999999
15581,Z5007,18,LRP009a,25.794583,88.6025
15582,Z5008,18,LRP007,25.8914163,88.68924969999999
15584,Z5010,18,LRP003a,25.7585833,89.28269379999999
15585,Z5011,18,LRP005,25.748583,88.91625
15588,Z5015,18,LRP007,25.7181382,88.9869997
15589,Z5018,18,LRP009a,25.8961941,89.1675271
15591,Z5020,18,LRP005a,25.8359163,89.1827771
15592,Z5021,18,LRP006b,26.2822216,88.5872219
15593,Z5022,18,LRP009b,25.9006667,89.01263890000001
15594,Z5023,18,LRP007,25.8203882,89.23527740000002
15595,Z5024,18,LRP004a,25.692138600000003,89.1138889
15596,Z5025,18,LRP007,25.747444100000003,89.17497159999999
15598,Z5029,18,LRP007b,26.0000833,88.2035833
15599,Z5032,18,LRP005b,24.8683049,89.4259438
15600,Z5034,18,LRP007,24.658,89.3536667
15601,Z5035,18,LRP006a,25.0204716,89.4259993
15602,Z5039,18,LRP006b,24.9128611,89.324916
15603,Z5040,18,LRP006,24.7933052,89.4443886
15604,Z5041,18,LRP007a,24.4729438,89.4418886
15605,Z5042,18,LRP006a,24.4810271,89.6272493
15606,Z5043,18,LRP007b,24.4180549,89.2970274
15608,Z5046,18,LRP006a,24.3514444,89.51125
15609,Z5047,18,LRP008b,24.1731104,89.67780490000001
15610,Z5048,18,LRP009b,24.2626111,89.49758299999999
15611,Z5049,18,LRP009,24.5029167,89.35972220000001
15613,Z5051,18,LRP008,24.8446941,89.5118056
15614,Z5053,18,LRP005,24.8351108,89.28713859999999
15615,Z5054,18,LRP007a,26.142888600000003,88.886833
15616,Z5055,18,LRP008a,25.9734993,88.3891941
15617,Z5058,18,LRP007,24.2874441,89.6376941
15618,Z5059,18,LRP006a,26.0956663,88.4259716
15619,Z5060,18,LRP009b,26.40625,88.5114722
15620,Z5061,18,LRP009,23.9561667,90.0891108
15622,Z5063,18,LRP007,23.9521944,90.0297493
15623,Z5064,18,LRP006a,23.8232493,89.97841600000001
15624,Z5066,18,LRP010,23.7609722,89.87005490000001
15625,Z5069,18,LRP004a,23.7651944,90.2885552
15627,Z5072,18,LRP007,24.7288327,89.5185271
15629,Z5075,18,LRP005c,25.4025278,89.41430559999999
15631,Z5202,18,LRP006a,24.675416,89.2242771
15632,Z5207,18,LRP007,24.6573889,89.2096389
15633,Z5209,18,LRP011,24.4394997,89.15719440000001
15634,Z5210,18,LRP009a,24.4778604,89.0336108
15635,Z5211,18,LRP007,24.4475552,89.09722190000001
15638,Z5401,18,LRP007,24.5,89.669166
15639,Z5402,18,LRP006a,24.3967219,89.69241629999999
15640,Z5403,18,LRP007,24.3761382,89.6537222
15641,Z5404,18,LRP006b,24.595388600000003,89.61125
15642,Z5405,18,LRP005,24.5443608,89.59733299999999
15643,Z5406,18,LRP008,24.3613889,89.6318049
15644,Z5408,18,LRP006,24.3314716,89.6919719
15645,Z5409,18,LRP011b,24.2894719,89.6994163
15646,Z5410,18,LRP007d,24.205777800000003,89.6423608
15647,Z5452,18,LRP008a,25.0283327,89.031666
15648,Z5456,18,LRP004c,24.9257771,88.7118611
15649,Z5463,18,LRP006,24.914,88.7506944
15650,Z5464,18,LRP008a,25.0184993,88.6904719
15651,Z5467,18,LRP006b,24.8855274,89.021666
15652,Z5469,18,LRP008,24.577666,89.0331382
15653,Z5471,18,LRP006,24.8267771,89.2264993
15654,Z5472,18,LRP007a,24.7929719,89.00313890000001
15656,Z5501,18,LRP007,25.0680549,89.0927219
15657,Z5503,18,LRP006,25.1435274,89.02311040000001
15658,Z5504,18,LRP003b,25.1105,89.05538890000001
15659,Z5505,18,LRP007a,25.0080556,89.31563890000001
15660,Z5507,18,LRP006,25.049833,89.32477709999999
15661,Z5508,18,LRP004a,25.018166,89.12655490000002
15662,Z5509,18,LRP007,25.2486941,89.0655
15664,Z5551,18,LRP006,25.3904163,89.6154444
15665,Z5552,18,LRP003,25.3045556,89.5459441
15666,Z5553,18,LRP007,25.368166,89.4866663
15667,Z5554,18,LRP005,25.3049722,89.51186109999999
15668,Z5555,18,LRP005c,25.3174716,89.60552779999999
15671,Z5561,18,LRP006a,25.5105833,89.04972190000001
15672,Z5611,18,LRP006,25.8034722,89.4939441
15673,Z5612,18,LRP005b,25.8163889,89.3291104
15674,Z5613,18,LRP004d,25.3674716,89.5540278
15675,Z5614,18,LRPE,25.796083,89.5448608
15676,Z5616,18,LRP004c,25.9544167,89.6479441
15677,Z5617,18,LRP006b,25.9801104,89.6331938
15678,Z5621,18,LRP005b,25.764527800000003,89.62530490000002
15679,Z5622,18,LRP010a,25.8739993,89.6779993
15680,Z5623,18,LRP006b,25.6036944,89.6052778
15681,Z5624,18,LRP009b,26.1023611,89.76805490000001
