,road,idx,lrp,lat,lon
0,N1,1,LRPS,23.7060278,90.443333
1,N101,1,LRPS,23.4541389,91.2128611
2,N102,1,LRPS,23.4789716,91.1181938
3,N103,1,LRPS,23.9570278,91.1155278
4,N104,1,LRPS,23.0096667,91.3994163
5,N105,1,LRPS,23.6904163,90.5466108
6,N106,1,LRPS,22.3935552,91.8215827
7,N107,1,LRPS,22.3944163,91.891833
8,N108,1,LRPS,22.1021389,92.0740827
9,N109,1,LRPS,21.4433608,92.1014722
10,N110,1,LRPS,21.4259438,92.0232493
11,N111,1,LRPS,22.393444100000004,91.7491386
12,N112,1,LRPS,23.0091944,91.3693882
13,N119,1,LRPS,23.4914441,90.9936108
14,N120,1,LRPS,23.4772771,91.1361108
15,N123,1,LRPS,22.8941386,91.5344719
16,N124,1,LRPS,22.8100556,91.5564722
17,N125,1,LRPS,22.7603889,91.5826104
18,N126,1,LRPS,22.7603889,91.5826104
19,N127,1,LRPS,22.6608056,91.6340274
20,N128,1,LRPS,22.624666,91.6548056
21,N129,1,LRPS,22.5226382,91.7040833
22,N2,1,LRPS,23.7059167,90.5214438
23,N203,1,LRPS,24.0537222,90.9875552
24,N204,1,LRPS,24.1479163,91.3466108
25,N205,1,LRPS,24.8677771,91.8571111
26,N206,1,LRPS,24.885944100000003,91.868166
27,N207,1,LRPS,24.2948608,91.51025
28,N208,1,LRPS,24.4713604,91.7655556
29,N209,1,LRPS,24.8775549,91.8753604
30,N210,1,LRPS,24.916277800000003,91.9495552
31,N211,1,LRPS,24.485583,91.7655833
32,N212,1,LRPS,25.1813882,92.0347219
33,N213,1,LRPS,24.0387497,91.0033889
34,N3,1,LRPS,23.8145833,90.4043056
35,N302,1,LRPS,23.8805827,90.4011389
36,N303,1,LRPS,24.6712771,90.4035833
37,N309,1,LRPS,24.740083,90.4249993
38,N4,1,LRPS,23.9893886,90.3818327
39,N401,1,LRPS,24.6071667,90.0287493
40,N402,1,LRPS,24.9718049,90.1785549
41,N403,1,LRPS,24.0964997,90.1162222
42,N404,1,LRPS,24.2425552,89.9404719
43,N405,1,LRP036c,24.4228049,89.5963608
44,N406,1,LRPS,23.9894163,90.2247493
45,N407,1,LRPS,24.2223049,89.9781104
46,N408,1,LRPS,24.2092778,89.9802493
47,N5,1,LRPS,23.7837774,90.3364163
48,N501,1,LRPS,23.7985552,90.3434163
49,N502,1,LRPS,24.821916,89.36275
50,N503,1,LRPS,23.8435552,89.8113333
51,N504,1,LRPS,23.9580556,89.6071944
52,N505,1,LRPS,23.892583,89.65302779999999
53,N506,1,LRPS,25.7161111,89.2623056
54,N507,1,LRPS,24.4192216,89.5518056
55,N508,1,LRPS,25.7565556,88.6736938
56,N509,1,LRPS,25.8698049,89.51025
57,N510,1,LRPS,24.8480552,89.3726938
58,N511,1,LRPS,23.8508611,90.3410552
59,N513,1,LRPS,23.8942774,89.6485274
60,N514,1,LRPS,24.8158333,89.3797216
61,N515,1,LRPS,24.8057778,89.3836941
62,N516,1,LRPS,24.838833,88.9114167
63,N517,1,LRPS,25.7095833,89.2610278
64,N518,1,LRPS,25.7808882,88.9160833
65,N519,1,LRPS,24.8283049,89.35416670000001
66,N520,1,LRPS,24.3049167,89.56522220000001
67,N540,1,LRPS,23.9135,90.2585
68,N6,1,LRPS,23.9578056,89.6068889
69,N602,1,LRPS,24.410583300000003,89.0080278
70,N603,1,LRPS,24.3663889,88.7263882
71,N604,1,LRPS,24.0073889,89.25872220000001
72,N605,1,LRPS,24.3684438,88.5811104
73,N7,1,LRPS,23.7689716,89.7870552
74,N701,1,LRPS,23.7689716,89.7870552
75,N702,1,LRPS,23.166583300000003,89.2095
76,N703,1,LRPS,23.5425274,89.1906108
77,N704,1,LRPS,23.5456941,89.1728604
78,N705,1,LRPS,24.0753604,89.0661667
79,N706,1,LRPS,23.1665278,89.20952779999999
80,N707,1,LRPS,23.179666,89.194583
81,N708,1,LRPS,23.1811382,89.1911108
82,N709,1,LRPS,22.935583,89.4879719
83,N710,1,LRPS,22.8179993,89.5595833
84,N711,1,LRPS,23.0399163,88.8886663
85,N712,1,LRPS,23.5427774,89.1904997
87,N715,1,LRPS,22.6887219,89.0328882
88,N8,1,LRPS,23.7021389,90.4353608
89,N801,1,LRPS,22.657,90.3617222
90,N802,1,LRPS,23.7129167,90.4036389
91,N803,1,LRPS,23.6001111,89.8273882
92,N804,1,LRPS,23.3903608,89.9838886
93,N805,1,LRPS,23.3902219,89.9837497
94,N806,1,LRPS,23.2135833,89.7100556
95,N808,1,LRPS,23.5889163,89.8094167
96,N809,1,LRPS,22.685583,90.3568056
97,R110,1,LRPS,23.7103056,90.4342497
98,R111,1,LRPS,23.6936663,90.4808327
99,R112,1,LRPS,23.7197216,90.4905274
100,R113,1,LRPS,23.6904441,90.5466108
101,R114,1,LRPS,23.731471600000003,90.5878608
102,R120,1,LRPS,23.8778327,91.2079167
103,R140,1,LRPS,23.4604722,91.18072159999998
104,R141,1,LRPS,23.3565,91.1468052
105,R142,1,LRPS,22.944694100000003,91.1046944
106,R143,1,LRPS,22.883333,91.0971386
107,R144,1,LRPS,23.25,91.1203604
108,R145,1,LRPS,22.9443052,90.8282216
110,R147,1,LRPS,22.9369997,90.8291382
111,R151,1,LRPS,22.8940552,91.5346941
112,R152,1,LRPS,22.8924997,91.6744993
113,R160,1,LRPS,22.498583,91.8070833
114,R161,1,LRPS,22.6087778,92.0964719
115,R162,1,LRPS,22.648833,92.1379719
116,R163,1,LRPS,22.394388600000003,91.868416
117,R164,1,LRPS,22.5027222,92.1391663
118,R170,1,LRPS,22.291833,91.9823327
119,R171,1,LRPS,22.0020278,91.9518333
120,R172,1,LRPS,21.7596389,92.0764716
121,R180,1,LRPS,21.427249300000003,92.0061389
122,R201,1,LRPS,23.7249993,90.5135278
123,R202,1,LRPS,23.7849163,90.5650833
124,R203,1,LRPS,23.7856108,90.5705549
125,R210,1,LRPS,23.9098056,90.6879163
126,R211,1,LRPS,23.980166,90.7334719
127,R212,1,LRPS,24.0808882,90.7333608
128,R220,1,LRPS,24.0576389,91.1150556
129,R221,1,LRPS,24.3932497,91.4082778
130,R222,1,LRPS,24.2728327,91.4731382
131,R240,1,LRPS,24.2676104,91.4768882
132,R241,1,LRPS,24.6134167,91.6312493
133,R247,1,LRPS,24.9064444,91.8803049
134,R248,1,LRPS,24.9051111,91.8700271
135,R249,1,LRPS,24.8994719,91.8687493
136,R250,1,LRPS,24.8859997,91.8681382
137,R251,1,LRPS,24.8574722,92.0137778
138,R280,1,LRPS,24.9050556,91.8698882
139,R281,1,LRPS,24.5179438,91.8600556
140,R282,1,LRPS,24.5973052,92.1140556
141,R283,1,LRPS,24.8607778,91.8461663
142,R301,1,LRPS,23.8927774,90.4020278
143,R302,1,LRPS,23.9258049,90.5575278
144,R303,1,LRPS,23.8943052,90.4008333
145,R310,1,LRPS,23.9894997,90.381916
146,R311,1,LRPS,23.9968886,90.4171382
147,R312,1,LRPS,24.095583,90.4018611
148,R313,1,LRPS,24.2205549,90.4125
149,R314,1,LRPS,24.2262216,90.4096944
150,R315,1,LRPS,24.2206382,90.4122778
151,R316,1,LRPS,24.1143333,90.5609722
152,R317,1,LRPS,24.261,90.6422219
153,R360,1,LRPS,24.7625278,90.4504444
154,R364,1,LRPS,24.4688327,90.7711382
155,R370,1,LRPS,24.7636944,90.40625
156,R371,1,LRPS,24.7652222,90.4516389
157,R372,1,LRPS,24.7611111,90.437083
158,R450,1,LRPS,24.392694100000003,89.70638890000001
159,R451,1,LRPS,24.422916,89.5963886
160,R460,1,LRPS,24.9075556,89.95013890000001
161,R480,1,LRPS,24.3348052,89.9248604
162,R504,1,LRPS,23.7931386,90.2713882
163,R506,1,LRPS,23.8517222,89.8720271
164,R543,1,LRPS,24.9111111,88.75352779999999
165,R544,1,LRPS,24.8065,88.97799930000001
166,R545,1,LRPS,24.8545,89.3675827
167,R546,1,LRPS,24.8065278,88.9780827
168,R547,1,LRPS,24.8329716,88.9218882
169,R548,1,LRPS,24.8037778,88.9618056
170,R549,1,LRPS,24.9651111,88.9039167
171,R550,1,LRPS,25.017166,89.3688882
172,R555,1,LRPS,25.2815549,89.3533333
173,R556,1,LRPS,25.5802771,89.2734993
174,R557,1,LRPS,25.5595833,89.0571667
175,R558,1,LRPS,25.5146667,88.9812771
176,R560,1,LRPS,25.8112222,89.14702740000001
177,R570,1,LRPS,25.8065278,88.8861386
178,R585,1,LRPS,25.136333,89.3871941
179,R586,1,LRPS,25.6230271,88.64397190000001
180,R587,1,LRPS,26.0286382,88.4784438
181,R601,1,LRPS,23.9991663,89.2452774
182,R602,1,LRPS,23.8402774,89.53027709999999
183,R603,1,LRPS,23.9974997,89.2255549
184,R604,1,LRPS,24.0716382,89.20786109999999
185,R605,1,LRPS,23.9347219,89.4110278
186,R681,1,LRPS,24.3976663,88.4453052
187,R682,1,LRPS,24.5915552,88.2820271
188,R685,1,LRPS,24.3744438,88.6040278
189,R710,1,LRPS,23.684138600000004,89.6986941
190,R711,1,LRPS,23.7541111,89.6078611
191,R712,1,LRPS,23.8048333,89.35794440000001
192,R713,1,LRPS,23.8782216,89.2014167
193,R720,1,LRPS,23.487833,89.4283604
194,R743,1,LRPS,23.420916,88.8222493
195,R745,1,LRPS,23.9319716,89.0892219
196,R746,1,LRPS,23.7669716,88.6404163
197,R747,1,LRPS,23.8800827,89.09216629999999
198,R748,1,LRPS,23.6453052,88.8450552
199,R749,1,LRPS,23.5272771,88.8076944
200,R755,1,LRPS,23.1387774,89.25022220000001
201,R760,1,LRPS,22.8189716,89.5582222
202,R765,1,LRPS,23.0581389,88.9994441
203,R770,1,LRPS,22.737388600000003,89.6496941
204,R771,1,LRPS,22.8005833,89.5867497
205,R772,1,LRPS,22.647388600000003,89.79213859999999
207,R802,1,LRPS,23.7398052,90.4275827
208,R810,1,LRPS,23.6902219,90.4310549
209,R812,1,LRPS,23.6323882,90.4762216
210,R813,1,LRPS,23.5659167,90.5143056
211,R814,1,LRPS,23.5772771,90.5130278
212,R820,1,LRPS,23.7012222,90.39752740000002
213,R821,1,LRPS,23.5255827,90.2858608
214,R822,1,LRPS,23.5367219,90.286083
215,R850,1,LRPS,23.227166,90.0198882
216,R851,1,LRPS,23.0175827,89.8358052
217,R860,1,LRPS,23.1543056,90.1391108
218,R861,1,LRPS,23.1869997,90.3318882
219,R870,1,LRPS,22.678666,90.347083
220,R880,1,LRPS,22.3596111,90.3184716
221,R881,1,LRPS,22.133166,90.23055490000002
222,R890,1,LRPS,22.7290271,90.634333
223,R891,1,LRPS,22.780916,90.6481663
224,Z1001,1,LRPS,21.4494997,92.0995552
225,Z1002,1,LRPS,21.8044722,92.0771382
226,Z1004,1,LRPS,21.7158889,91.9448608
227,Z1005,1,LRPS,21.7215271,92.0830827
228,Z1007,1,LRPS,21.9031667,92.0611667
229,Z1008,1,LRPS,23.4896941,91.00475
230,Z1009,1,LRPS,21.4295271,92.1041667
231,Z1012,1,LRPS,22.5348608,91.9195271
232,Z1013,1,LRPS,22.00025,92.2361941
233,Z1016,1,LRPS,22.3996108,91.7573333
234,Z1017,1,LRPS,23.5042778,90.9353886
235,Z1018,1,LRPS,22.2916941,91.8696382
236,Z1019,1,LRPS,22.0976941,92.07497159999998
237,Z1021,1,LRPS,22.7770549,91.5712493
238,Z1022,1,LRPS,23.380916,90.9869441
239,Z1025,1,LRPS,22.5093611,91.7125278
240,Z1026,1,LRPS,22.2467219,92.03030490000002
241,Z1028,1,LRPS,23.4813327,91.0586111
242,Z1029,1,LRPS,23.460555600000003,91.1644167
243,Z1030,1,LRPS,23.0248327,91.3655278
244,Z1031,1,LRPS,23.0614722,91.3616667
245,Z1032,1,LRPS,23.0393608,91.5146111
246,Z1033,1,LRPS,23.0314438,91.4126389
247,Z1034,1,LRPS,23.010027800000003,91.3991108
248,Z1035,1,LRPS,23.0397497,91.5204993
249,Z1036,1,LRPS,22.1956108,92.0523056
250,Z1037,1,LRPS,22.0972219,92.0472219
251,Z1038,1,LRPS,23.1897219,91.4354441
252,Z1039,1,LRPS,22.2862497,91.9916941
253,Z1040,1,LRPS,22.21275,92.0308049
254,Z1041,1,LRPS,23.4669716,91.1634722
255,Z1042,1,LRPS,23.5126389,90.871416
256,Z1043,1,LRPS,23.7775549,90.7948608
257,Z1044,1,LRPS,23.5306938,90.7924441
258,Z1045,1,LRPS,23.221416,91.3137222
259,Z1046,1,LRPS,23.3347219,91.2711382
260,Z1047,1,LRPS,23.6936663,90.1474997
261,Z1048,1,LRPS,23.2313049,91.1204716
262,Z1049,1,LRPS,23.3488886,91.1302493
263,Z1050,1,LRPS,23.2491663,90.9569722
264,Z1051,1,LRPS,23.4386663,91.1434441
265,Z1052,1,LRPS,23.4510278,91.2127778
266,Z1053,1,LRPS,23.531416,90.7824438
267,Z1054,1,LRPS,22.200833300000003,91.9530278
268,Z1055,1,LRPS,23.5337219,90.7249438
269,Z1056,1,LRPS,23.5385552,90.7167493
270,Z1057,1,LRPS,22.2933608,91.9821382
271,Z1059,1,LRPS,22.2954163,91.9803049
272,Z1060,1,LRPS,23.7464441,90.4723049
273,Z1061,1,LRPS,23.6605,90.5671104
274,Z1062,1,LRPS,23.531471600000003,90.7172216
275,Z1063,1,LRPS,23.5589167,90.6559722
276,Z1064,1,LRPS,23.6380552,90.599083
277,Z1065,1,LRPS,22.3103333,91.8571111
278,Z1066,1,LRPS,23.6358052,90.5948608
279,Z1069,1,LRPS,23.3542222,90.7038333
280,Z1070,1,LRPS,22.3191938,91.9195549
281,Z1071,1,LRPS,22.3000833,91.8915552
282,Z1075,1,LRPS,21.81425,91.8708882
283,Z1076,1,LRPS,21.913277800000003,91.8832493
284,Z1081,1,LRPS,23.103777800000003,91.4310549
285,Z1083,1,LRPS,23.0269438,91.3805549
286,Z1084,1,LRPS,22.8594722,91.52980490000002
287,Z1086,1,LRPS,22.6733049,91.6280827
288,Z1087,1,LRPS,22.5806938,91.6798604
289,Z1088,1,LRPS,22.2238327,91.8426386
290,Z1089,1,LRPS,23.635833,90.5948886
291,Z1095,1,LRPS,22.414333300000003,91.4944441
292,Z1098,1,LRPS,21.4160833,91.9844163
293,Z1099,1,LRPS,20.8628611,92.2982219
294,Z1101,1,LRPS,23.7130833,90.4525
295,Z1102,1,LRPS,23.6932497,90.4754993
296,Z1121,1,LRPS,21.768721600000003,92.0740271
297,Z1122,1,LRPS,21.7601389,92.5844719
298,Z1123,1,LRPS,21.7816938,92.0407219
299,Z1124,1,LRPS,21.8465274,92.0623056
300,Z1125,1,LRPS,21.8322216,92.068916
301,Z1126,1,LRPS,21.7232216,92.1615278
302,Z1127,1,LRPS,21.7664444,92.07672159999998
303,Z1128,1,LRPS,21.7521389,91.9797216
304,Z1129,1,LRPS,21.8556111,92.875666
305,Z1130,1,LRPS,21.6576389,92.0750549
306,Z1131,1,LRPS,21.615027800000004,92.0668604
307,Z1132,1,LRPS,21.4412497,91.9859441
308,Z1133,1,LRPS,21.1157222,92.1971941
309,Z1134,1,LRPS,23.0105,91.4010556
310,Z1135,1,LRPS,21.7885274,91.97455490000002
311,Z1136,1,LRPS,21.6688327,92.0759438
312,Z1201,1,LRPS,23.7402219,91.1554722
313,Z1202,1,LRPS,23.8393052,91.1566944
314,Z1205,1,LRPS,23.637583,90.9708327
315,Z1206,1,LRPS,23.6377219,90.969416
316,Z1210,1,LRPS,23.8984997,91.1002222
317,Z1216,1,LRPS,23.8856663,91.1346941
318,Z1219,1,LRPS,23.4815827,91.0590278
319,Z1220,1,LRPS,23.6978052,90.9770271
320,Z1221,1,LRPS,23.6391663,90.9487497
321,Z1401,1,LRPS,23.3513611,91.1386663
322,Z1402,1,LRPS,23.2593889,90.6964997
323,Z1403,1,LRPS,23.7113889,91.0589722
324,Z1405,1,LRPS,22.9419719,90.8417219
325,Z1407,1,LRPS,23.2701938,91.0456108
326,Z1411,1,LRPS,23.2628333,91.0067778
327,Z1412,1,LRPS,23.2146944,90.6681104
328,Z1413,1,LRPS,22.649944100000003,90.9200549
329,Z1414,1,LRPS,23.2642222,91.1232493
330,Z1415,1,LRPS,23.1061667,91.127916
331,Z1416,1,LRPS,22.957555600000003,91.2267216
332,Z1417,1,LRPS,23.128166,90.9158611
333,Z1420,1,LRPS,22.9460274,91.1230549
334,Z1421,1,LRPS,23.0383886,91.0962219
335,Z1422,1,LRPS,23.2508611,90.8497497
336,Z1423,1,LRPS,23.36375,91.2025
337,Z1424,1,LRPS,22.7962219,91.0672771
338,Z1425,1,LRPS,22.9011667,91.4026389
339,Z1426,1,LRPS,23.0594444,90.9855552
340,Z1429,1,LRPS,22.8654167,91.0969719
341,Z1430,1,LRPS,23.0594167,90.9870552
342,Z1432,1,LRPS,22.8874163,90.9533333
343,Z1433,1,LRPS,22.9343608,91.32005490000002
344,Z1434,1,LRPS,22.8491663,91.3916663
345,Z1436,1,LRPS,23.1306382,90.9153056
346,Z1437,1,LRPS,23.1232771,90.9364163
347,Z1438,1,LRPS,22.3273327,91.1318604
348,Z1439,1,LRPS,22.3822216,91.1195549
349,Z1440,1,LRPS,22.8250271,91.0988052
350,Z1441,1,LRPS,22.8257493,91.1014167
351,Z1442,1,LRPS,23.3371663,90.9028333
352,Z1443,1,LRPS,22.9815271,91.3369163
353,Z1444,1,LRPS,23.006277800000003,91.3582778
354,Z1445,1,LRPS,23.3427774,90.8973608
355,Z1447,1,LRPS,23.0992497,90.8609444
356,Z1448,1,LRPS,22.8981108,91.2333886
357,Z1449,1,LRPS,22.8613611,91.0329993
358,Z1450,1,LRPS,22.945888600000004,91.1214993
359,Z1452,1,LRPS,22.8653611,91.0971108
360,Z1466,1,LRPS,23.0762216,90.7707771
361,Z1472,1,LRPS,22.9895552,90.7889997
362,Z1482,1,LRPS,23.2506111,90.7853052
363,Z1504,1,LRPS,21.1977219,92.1705549
364,Z1508,1,LRPS,22.8394163,91.1191382
365,Z1510,1,LRPS,22.9425274,90.8373608
366,Z1601,1,LRPS,22.8421108,91.8374441
367,Z1602,1,LRPS,22.9460552,91.86225
368,Z1603,1,LRPS,23.1137222,91.979416
369,Z1604,1,LRPS,23.1136111,91.9794716
370,Z1605,1,LRPS,23.2411108,90.0672771
371,Z1606,1,LRPS,23.2634167,92.1278882
372,Z1608,1,LRPS,23.0418052,91.8733327
373,Z1610,1,LRPS,23.2444719,92.0728882
374,Z1611,1,LRPS,22.242444100000004,92.0670827
375,Z1612,1,LRPS,22.8130278,92.0384441
377,Z1617,1,LRPS,22.585083,92.0591944
378,Z1618,1,LRPS,22.4244716,91.7460552
379,Z1619,1,LRPS,22.521916,91.8680271
380,Z1620,1,LRPS,22.6316104,91.8004444
381,Z1623,1,LRPS,22.5349719,91.9131944
382,Z1629,1,LRPS,22.5349719,91.9103056
383,Z1636,1,LRPS,22.4444997,92.0658056
384,Z1637,1,LRPS,22.486444100000003,91.8939719
385,Z1703,1,LRPS,22.223249300000003,91.889333
386,Z1802,1,LRPS,22.3632778,91.9014444
387,Z1804,1,LRPS,22.3108333,91.8566667
389,Z1811,1,LRPS,22.1911663,92.215
390,Z1812,1,LRPS,22.0979163,92.2480552
391,Z1813,1,LRPS,22.2013611,92.2181104
392,Z1814,1,LRPS,22.3755271,92.1443052
393,Z1824,1,LRPS,23.2480552,90.9491386
394,Z2002,1,LRPS,24.4909719,91.7745549
395,Z2003,1,LRPS,24.5164444,91.9777216
396,Z2008,1,LRPS,24.1974997,91.5206104
397,Z2009,1,LRPS,24.2736382,91.4723604
398,Z2010,1,LRPS,24.2341386,91.5036667
399,Z2011,1,LRPS,25.0654444,92.10975
400,Z2012,1,LRPS,25.0891108,92.117416
401,Z2013,1,LRPS,24.8673049,91.8568056
402,Z2014,1,LRPS,24.8805827,92.2081389
403,Z2016,1,LRPS,24.8106944,91.7921386
404,Z2020,1,LRPS,24.693638600000003,91.9336663
405,Z2031,1,LRPS,23.8833049,90.9704716
406,Z2032,1,LRPS,24.079916,90.8813882
407,Z2034,1,LRPS,24.0717493,90.6376941
408,Z2035,1,LRPS,24.0442497,90.7382497
409,Z2036,1,LRPS,24.0383886,90.7347497
410,Z2037,1,LRPS,23.936888600000003,90.6369719
411,Z2038,1,LRPS,23.8917219,90.6486941
412,Z2039,1,LRPS,23.9697771,90.6843052
413,Z2041,1,LRPS,24.0514167,90.8693327
414,Z2042,1,LRPS,24.0341386,90.8320827
415,Z2044,1,LRPS,24.0427774,90.7384441
416,Z2045,1,LRPS,23.9088889,90.6662778
417,Z2047,1,LRPS,23.8934997,90.6644722
418,Z2048,1,LRPS,23.8964719,90.5916108
419,Z2049,1,LRPS,24.1415552,90.7032222
420,Z2055,1,LRPS,23.9180271,90.7148611
422,Z2115,1,LRPS,24.1614444,90.7173604
423,Z2121,1,LRPS,24.1585278,90.8071944
424,Z2122,1,LRPS,24.20225,90.6853886
425,Z2123,1,LRPS,24.1644722,90.7496386
426,Z2403,1,LRPS,24.3922497,91.4124722
427,Z2405,1,LRPS,24.5220827,91.3690271
428,Z2801,1,LRPS,24.9503333,91.8662778
429,Z2802,1,LRPS,24.9300827,91.6828604
430,Z2804,1,LRPS,25.0548333,91.3892497
431,Z2805,1,LRPS,24.8967497,91.0116389
432,Z2806,1,LRPS,25.0417497,91.2788327
433,Z2807,1,LRPS,24.9719438,91.3929441
434,Z2808,1,LRPS,24.9569722,91.8615278
435,Z2809,1,LRPS,24.8914163,91.8700827
436,Z2810,1,LRPS,25.083638600000004,91.7550556
437,Z2811,1,LRPS,25.046138600000003,91.5613333
438,Z2812,1,LRPS,24.8540278,92.1571944
439,Z2813,1,LRPS,25.1210549,91.3133333
440,Z2822,1,LRPS,24.5126667,92.0284438
441,Z2823,1,LRPS,24.593388600000004,92.1178327
442,Z2824,1,LRPS,24.554777800000004,92.125166
443,Z2831,1,LRPS,24.75925,92.0194716
444,Z2832,1,LRPS,24.8286938,91.9000556
445,Z2834,1,LRPS,25.1640833,91.3937774
446,Z3002,1,LRPS,23.8164444,90.4046667
447,Z3003,1,LRPS,23.8796104,90.40125
448,Z3004,1,LRPS,23.8320271,90.3636944
449,Z3005,1,LRPS,23.8168604,90.3981108
450,Z3006,1,LRPS,23.8172216,90.3824438
451,Z3007,1,LRPS,23.9139722,90.3180827
452,Z3008,1,LRPS,23.9451663,90.382666
453,Z3009,1,LRPS,24.20075,90.473666
454,Z3010,1,LRPS,23.927166,90.5430552
455,Z3012,1,LRPS,23.867666,90.4061111
456,Z3024,1,LRPS,24.0609167,90.3880274
457,Z3025,1,LRPS,24.11425,90.5608889
458,Z3026,1,LRPS,24.2414719,90.4030556
459,Z3030,1,LRPS,24.3984997,90.3837219
460,Z3031,1,LRPS,24.4047222,90.3861108
461,Z3032,1,LRPS,24.478166,90.388083
462,Z3033,1,LRPS,24.7471108,90.4202493
463,Z3034,1,LRPS,24.5827771,90.3947497
464,Z3035,1,LRPS,24.7566667,90.3984163
465,Z3036,1,LRPS,24.762583300000003,90.4022778
466,Z3037,1,LRPS,24.4454997,90.383166
467,Z3038,1,LRPS,24.7629722,90.3988886
468,Z3039,1,LRPS,24.7466663,90.4093333
469,Z3040,1,LRPS,25.0906386,90.1949997
470,Z3041,1,LRPS,24.7569722,90.4130556
471,Z3042,1,LRPS,24.4267771,90.619666
472,Z3601,1,LRPS,24.2387774,90.8254438
473,Z3602,1,LRPS,24.4324438,90.7867774
474,Z3603,1,LRPS,24.4324438,90.7867497
475,Z3604,1,LRPS,24.4325549,90.77447159999998
476,Z3605,1,LRPS,24.0665,90.9755271
477,Z3607,1,LRPS,24.5764716,90.7399441
478,Z3608,1,LRPS,24.576666,90.7396663
479,Z3609,1,LRPS,24.1598056,90.8957497
480,Z3615,1,LRPS,24.5633333,90.5606944
481,Z3616,1,LRPS,24.4325549,90.77447159999998
482,Z3617,1,LRPS,24.3279993,90.68005490000002
483,Z3623,1,LRPS,24.5285549,91.1026111
484,Z3701,1,LRPS,24.8737493,90.7290271
485,Z3703,1,LRPS,24.9111111,90.8274438
486,Z3704,1,LRPS,25.1243882,90.6778882
487,Z3705,1,LRPS,25.1073056,90.6710271
488,Z3706,1,LRPS,24.8596944,90.7316382
489,Z3707,1,LRPS,24.8849719,90.7322771
490,Z3708,1,LRPS,25.1735271,90.6562778
491,Z3709,1,LRPS,24.893638600000003,90.7391941
492,Z3710,1,LRPS,24.8702216,90.7288604
493,Z3711,1,LRPS,25.9528056,90.3589444
494,Z3712,1,LRPS,25.1232771,90.3393052
495,Z3713,1,LRPS,24.7973886,90.8068889
496,Z4007,1,LRPS,24.1417219,90.02033270000001
497,Z4009,1,LRPS,24.0089444,89.849333
498,Z4011,1,LRPS,24.0969997,90.1663611
499,Z4012,1,LRPS,24.2338608,89.9565
500,Z4015,1,LRPS,24.2437497,89.9131944
501,Z4016,1,LRPS,24.3873886,89.9946941
502,Z4017,1,LRPS,24.5139722,89.97833270000001
503,Z4018,1,LRPS,24.7803049,89.85494440000001
504,Z4019,1,LRPS,24.5939441,90.02280490000001
505,Z4020,1,LRPS,24.5554722,89.9278882
506,Z4021,1,LRPS,24.9230827,89.9508333
507,Z4022,1,LRPS,24.9169993,89.95097220000001
508,Z4023,1,LRPS,24.7647222,89.92513819999999
509,Z4024,1,LRPS,24.9579167,89.8536944
510,Z4025,1,LRPS,24.8876941,89.9444997
511,Z4101,1,LRPS,24.9231104,89.9501667
512,Z4104,1,LRPS,24.8661944,90.0702771
513,Z4105,1,LRPS,24.7645,90.2564167
514,Z4602,1,LRPS,25.1215827,90.0969997
515,Z4603,1,LRPS,25.1213882,90.0847219
516,Z4604,1,LRPS,25.0477774,90.00352779999999
517,Z4605,1,LRPS,25.1112222,90.04977740000001
518,Z4606,1,LRPS,24.982249300000003,90.9688882
519,Z4607,1,LRPS,25.0323327,90.0155833
520,Z4608,1,LRPS,25.5749716,89.83461080000001
521,Z4609,1,LRPS,24.9821104,90.1762493
522,Z4610,1,LRPS,24.9875552,90.10925
523,Z4614,1,LRPS,25.1830549,89.870166
524,Z4615,1,LRPS,25.2080556,89.86452779999999
525,Z4616,1,LRPS,25.1505,89.93458299999999
526,Z4617,1,LRPS,24.9985552,90.0088056
527,Z4619,1,LRPS,25.0905274,90.1950552
528,Z4622,1,LRPS,25.0727216,89.80444440000001
529,Z4801,1,LRPS,24.4585,89.8751382
530,Z5001,1,LRPS,26.3268327,88.5494719
531,Z5002,1,LRPS,26.0418608,88.42227709999999
532,Z5003,1,LRPS,26.2054167,88.5545
533,Z5004,1,LRPS,25.9018056,88.25525
534,Z5005,1,LRPS,25.9051111,88.7913608
535,Z5006,1,LRPS,25.6292216,88.623416
536,Z5007,1,LRPS,25.8547222,88.65522220000001
537,Z5008,1,LRPS,25.862333300000003,88.6543333
538,Z5009,1,LRPS,25.8951663,88.8407497
539,Z5010,1,LRPS,25.7505278,89.2545
540,Z5011,1,LRPS,25.7805827,88.91461109999999
541,Z5012,1,LRPS,23.7985274,90.343333
542,Z5014,1,LRPS,25.7605833,89.23147159999999
543,Z5015,1,LRPS,25.6659444,88.9988886
544,Z5018,1,LRPS,25.851,89.2186104
545,Z5019,1,LRPS,24.7541944,89.2489719
546,Z5020,1,LRPS,25.8006389,89.1895274
547,Z5021,1,LRPS,26.321416,88.5535833
548,Z5022,1,LRPS,25.951277800000003,88.96963819999999
549,Z5023,1,LRPS,25.7602778,89.2397219
550,Z5024,1,LRPS,25.686888600000003,89.0762771
551,Z5025,1,LRPS,25.7424997,89.2329993
552,Z5026,1,LRPS,25.6416663,88.920916
553,Z5029,1,LRPS,25.981471600000003,88.2644722
554,Z5032,1,LRPS,24.8507222,89.3731104
555,Z5034,1,LRPS,24.6693049,89.416916
556,Z5035,1,LRPS,25.013027800000003,89.3689993
557,Z5039,1,LRPS,24.8805271,89.3526389
