,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
9763,Z5046,5.214,RCC Girder Bridge,LRP005a,Puthia Bridge,12.98,A,118633,Ullahpara-Purnimagati-Taras Road,5.214,,,,Rajshahi,Pabna,Sirajganj,Ullapara,24.3450274,89.5193049,road_precise
9764,Z5046,5.214,RCC Girder Bridge,LRP005a,.,12.98,A,109521,Ullahpara-Purnimagati-Taras Road,5.214,4.34,1991.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.345,89.5191666666666,bcs1
9765,Z5046,5.885,Truss with Steel Deck,LRP005c,Japjapia Bridge,61.83,A,118635,Ullahpara-Purnimagati-Taras Road,5.885,,,,Rajshahi,Pabna,Sirajganj,Ullapara,24.3502222,89.5168327,road_precise
9766,Z5046,5.885,Truss with Steel Deck,LRP005c,.,61.83,A,109526,Ullahpara-Purnimagati-Taras Road,5.885,4.23,1995.0,2.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3502777777777,89.5175,bcs1
9767,Z5046,17.7,PC Girder Bridge,LRP017a,.,24.62,A,109554,Ullahpara-Purnimagati-Taras Road,17.7,4.27,1993.0,2.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3666666666666,89.4286111111111,bcs1
9768,Z5046,19.446,Box Culvert,LRP019a,.,2.22,A,109556,Ullahpara-Purnimagati-Taras Road,19.446,6.05,1988.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3761111111111,89.415,bcs1
9769,Z5046,20.339,Box Culvert,LRP020a,.,6.0,A,109557,Ullahpara-Purnimagati-Taras Road,20.339,4.3,1993.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3825,89.4097222222222,bcs1
9770,Z5046,21.136,Box Culvert,LRP021a,.,2.2,A,109560,Ullahpara-Purnimagati-Taras Road,21.136,6.1,1990.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3877777777777,89.4047222222222,bcs1
9771,Z5046,21.146,Box Culvert,LRP021b,.,3.1,A,109563,Ullahpara-Purnimagati-Taras Road,21.146,4.25,1993.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3877777777777,89.4047222222222,bcs1
9772,Z5046,21.975,Box Culvert,LRP021e,.,9.1,A,109568,Ullahpara-Purnimagati-Taras Road,21.975,4.25,1993.0,2.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.395,89.3986111111111,bcs1
9773,Z5046,24.165,Box Culvert,LRP024b,.,5.2,A,109589,Ullahpara-Purnimagati-Taras Road,24.165,7.4,1993.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.4077777777777,89.3838888888888,bcs1
9774,Z5046,26.125,Slab Culvert,LRP026a,.,5.35,A,109604,Ullahpara-Purnimagati-Taras Road,26.125,6.2,1988.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,,,bcs1
9775,Z5047,0.089,RCC Girder Bridge,LRPSa,.,65.0,A,116163,Shahazadpur-Kaizuri-Chauhali Road,0.089,7.0,2005.0,3.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.17275,89.6097499999999,bcs1
9776,Z5047,0.91,RCC Girder Bridge,LRPSc,.,17.0,A,116164,Shahazadpur-Kaizuri-Chauhali Road,0.91,7.0,1960.0,2.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.1677222222222,89.6123333333333,bcs1
9777,Z5047,2.17,RCC Girder Bridge,LRP002a,.,10.0,A,116166,Shahazadpur-Kaizuri-Chauhali Road,2.17,5.7,1995.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.1634722222222,89.62275,bcs1
9778,Z5047,8.5,Box Culvert,LRP007a,.,4.0,A,116168,Shahazadpur-Kaizuri-Chauhali Road,8.5,5.2,1996.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.1765,89.6801666666666,bcs1
9779,Z5047,8.9,Box Culvert,LRP007b,.,2.0,A,116170,Shahazadpur-Kaizuri-Chauhali Road,8.9,5.5,1995.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.17925,89.6824166666666,bcs1
9780,Z5048,0.872,Slab Culvert,LRPSa,.,4.0,A,116197,Ullapara-Lahiri-Mohonpur-Bhangura Road,0.872,6.8,1982.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3065833333333,89.5548333333333,bcs1
9781,Z5048,3.32,Box Culvert,LRP003a,.,4.6,A,116201,Ullapara-Lahiri-Mohonpur-Bhangura Road,3.32,6.8,2001.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.3002777777777,89.5339999999999,bcs1
9782,Z5048,5.29,Box Culvert,LRP004a,.,4.7,A,116202,Ullapara-Lahiri-Mohonpur-Bhangura Road,5.29,6.0,1996.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2888333333333,89.5176388888888,bcs1
9783,Z5048,6.7,Slab Culvert,LRP005a,.,4.0,A,116204,Ullapara-Lahiri-Mohonpur-Bhangura Road,6.7,6.8,2001.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2811388888888,89.5071111111111,bcs1
9784,Z5048,7.56,Slab Culvert,LRP006a,.,8.0,A,116206,Ullapara-Lahiri-Mohonpur-Bhangura Road,7.56,5.0,1981.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2750277777777,89.5023055555555,bcs1
9785,Z5048,9.37,Box Culvert,LRP008a,.,4.7,A,116207,Ullapara-Lahiri-Mohonpur-Bhangura Road,9.37,6.8,2001.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2626111111111,89.4976388888888,bcs1
9786,Z5048,10.823,Box Culvert,LRP009b,.,8.9,A,116209,Ullapara-Lahiri-Mohonpur-Bhangura Road,10.823,7.3,1995.0,2.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2711111111111,89.4881388888888,bcs1
9787,Z5048,11.83,Slab Culvert,LRP010a,.,11.5,A,116210,Ullapara-Lahiri-Mohonpur-Bhangura Road,11.83,4.3,1980.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2730833333333,89.4786111111111,bcs1
9788,Z5048,12.22,Box Culvert,LRP011a,.,10.9,A,116211,Ullapara-Lahiri-Mohonpur-Bhangura Road,12.22,7.3,1993.0,2.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2752777777777,89.4756944444444,bcs1
9789,Z5048,13.08,Box Culvert,LRP012a,.,9.6,A,116212,Ullapara-Lahiri-Mohonpur-Bhangura Road,13.08,7.3,1998.0,2.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2793888888888,89.4687222222222,bcs1
9790,Z5048,19.444,Slab Culvert,LRP018b,.,2.0,A,116213,Ullapara-Lahiri-Mohonpur-Bhangura Road,19.444,5.0,1985.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2188333333333,89.3958611111111,bcs1
9791,Z5049,0.435,Slab Culvert,LRP001a,.,4.0,A,115952,Taras-Raniraht-Sherpur Road,0.435,5.2,1992.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.4365555555555,89.363,bcs1
9792,Z5049,2.49,Slab Culvert,LRP003a,.,4.2,A,115953,Taras-Raniraht-Sherpur Road,2.49,4.3,1990.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.4530555555555,89.3544722222222,bcs1
9793,Z5049,2.99,Slab Culvert,LRP003b,.,3.25,A,115954,Taras-Raniraht-Sherpur Road,2.99,4.2,1995.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.4575833333333,89.3547777777777,bcs1
9794,Z5049,18.2,Box Culvert,LRP018a,.,3.6,A,115956,Taras-Raniraht-Sherpur Road,18.2,4.8,1992.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.5812777777777,89.3884722222222,bcs1
9795,Z5049,18.84,Box Culvert,LRP019a,.,3.6,A,115957,Taras-Raniraht-Sherpur Road,18.84,5.5,1994.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.5842499999999,89.3938611111111,bcs1
9796,Z5049,19.19,Box Culvert,LRP019b,.,3.6,A,115958,Taras-Raniraht-Sherpur Road,19.19,5.5,1990.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.5866944444444,89.3959166666666,bcs1
9797,Z5049,19.76,Box Culvert,LRP020a,.,3.6,A,115959,Taras-Raniraht-Sherpur Road,19.76,4.5,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.5908611111111,89.3993055555555,bcs1
9798,Z5049,20.38,Box Culvert,LRP020b,.,3.6,A,115960,Taras-Raniraht-Sherpur Road,20.38,6.0,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.5955555555555,89.4024444444444,bcs1
9799,Z5049,21.11,Box Culvert,LRP021a,.,3.6,A,115961,Taras-Raniraht-Sherpur Road,21.11,4.8,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.6003055555555,89.4074166666666,bcs1
9800,Z5049,21.53,Box Culvert,LRP021b,.,3.6,A,115962,Taras-Raniraht-Sherpur Road,21.53,4.8,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.6031388888888,89.4098888888889,bcs1
9801,Z5049,22.05,Box Culvert,LRP022a,.,3.6,A,115963,Taras-Raniraht-Sherpur Road,22.05,4.5,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.6073333333333,89.4125555555555,bcs1
9802,Z5049,23.25,Box Culvert,LRP023a,.,3.6,A,115964,Taras-Raniraht-Sherpur Road,23.25,4.8,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.6163055555555,89.4188888888888,bcs1
9803,Z5049,23.45,Box Culvert,LRP023b,.,3.6,A,115965,Taras-Raniraht-Sherpur Road,23.45,4.8,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.6169722222222,89.4207777777777,bcs1
9804,Z5049,23.96,Box Culvert,LRP024a,.,33.6,A,115966,Taras-Raniraht-Sherpur Road,23.96,4.8,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.61825,89.42575,bcs1
9805,Z5049,24.18,Box Culvert,LRP024b,.,3.6,A,115967,Taras-Raniraht-Sherpur Road,24.18,4.8,1993.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.6185555555555,89.4279444444444,bcs1
9806,Z5049,25.52,Slab Culvert,LRP025a,.,3.5,A,115968,Taras-Raniraht-Sherpur Road,25.52,5.8,1996.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.6266666666666,89.4368055555555,bcs1
9807,Z5050,1.78,Box Culvert,LRP001a,.,4.0,A,118132,Bagbari-Nanglu Road,1.78,6.5,2000.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.7805,89.484,bcs1
9808,Z5050,2.42,Box Culvert,LRP002a,.,3.6,A,118133,Bagbari-Nanglu Road,2.42,6.6,2000.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.7800555555555,89.4903055555555,bcs1
9809,Z5051,0.025,Box Culvert,LRPSa,.,6.6,A,115350,Baiguni-Durgahata-Poradah Road,0.025,5.5,1992.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8786666666666,89.4833888888889,bcs1
9810,Z5051,0.78,Baily with Steel Deck,LRP001a,.,60.6,A,115351,Baiguni-Durgahata-Poradah Road,0.78,5.5,1994.0,2.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8719722222222,89.48325,bcs1
9811,Z5051,2.51,Box Culvert,LRP003a,.,5.6,A,115352,Baiguni-Durgahata-Poradah Road,2.51,6.0,1994.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8626666666666,89.4936944444444,bcs1
9812,Z5051,4.34,RCC Girder Bridge,LRP005a,.,65.0,A,115353,Baiguni-Durgahata-Poradah Road,4.34,7.6,2006.0,3.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8530555555555,89.5033333333333,bcs1
9813,Z5051,4.34,RCC Girder Bridge,LRP005a,,63.65,A,119533,Baiguni-Durgahata-Poradah Road,4.34,,,,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8531389,89.5034444,road_precise
9814,Z5051,4.69,PC Girder Bridge,LRP005c,.,90.0,A,115354,Baiguni-Durgahata-Poradah Road,4.69,7.6,2006.0,3.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8516666666666,89.5062777777777,bcs1
9815,Z5051,4.69,PC Girder Bridge,LRP005c,,90.05,A,119537,Baiguni-Durgahata-Poradah Road,4.69,,,,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8516111,89.5063611,road_precise
9816,Z5051,7.14,PC Girder Bridge,LRP008a,.,20.0,A,115355,Baiguni-Durgahata-Poradah Road,7.14,6.0,2002.0,4.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8445277777777,89.5051666666666,bcs1
9817,Z5051,7.65,Box Culvert,LRP009a,.,6.6,A,115356,Baiguni-Durgahata-Poradah Road,7.65,5.0,2002.0,2.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8443611111111,89.4998055555555,bcs1
9818,Z5051,8.73,Box Culvert,LRP010a,.,2.6,A,117939,Baiguni-Durgahata-Poradah Road,8.73,5.0,2000.0,1.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8401944444444,89.4926666666666,bcs1
9819,Z5051,10.38,PC Girder Bridge,LRP011a,.,35.6,A,117940,Baiguni-Durgahata-Poradah Road,10.38,6.0,1993.0,5.0,Rangpur,Bogra,Bogra,Sherpur (Bogra),24.8329722222222,89.4801388888888,bcs1
9820,Z5053,0.06,Slab Culvert,LRPSa,.,2.5,A,115696,Kahalu Thana Connecting Road,0.06,6.0,1982.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8603333333333,89.2661111111111,bcs1
9821,Z5053,0.245,Box Culvert,LRPSb,.,4.0,A,115697,Kahalu Thana Connecting Road,0.245,6.0,1993.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8586111111111,89.2663055555555,bcs1
9822,Z5053,0.65,Slab Culvert,LRPSc,.,2.6,A,115698,Kahalu Thana Connecting Road,0.65,6.0,1980.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8548333333333,89.2667222222222,bcs1
9823,Z5053,1.28,Slab Culvert,LRP001a,.,2.0,A,115699,Kahalu Thana Connecting Road,1.28,6.0,1992.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8490833333333,89.2672777777777,bcs1
9824,Z5053,1.66,Box Culvert,LRP001b,.,1.5,A,115700,Kahalu Thana Connecting Road,1.66,5.5,1990.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8456111111111,89.2677222222222,bcs1
9825,Z5053,2.27,Steel Beam & RCC Slab,LRP002a,.,8.6,A,115701,Kahalu Thana Connecting Road,2.27,5.0,1980.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8399722222222,89.2681388888888,bcs1
9826,Z5053,3.32,Box Culvert,LRP003b,.,3.6,A,115702,Kahalu Thana Connecting Road,3.32,6.0,2006.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8334166666666,89.2719722222222,bcs1
9827,Z5053,3.42,Box Culvert,LRP003c,.,4.0,A,115703,Kahalu Thana Connecting Road,3.42,6.0,1996.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8335277777777,89.2729722222222,bcs1
9828,Z5053,3.6,Box Culvert,LRP003d,.,3.4,A,115708,Kahalu Thana Connecting Road,3.6,6.0,2004.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8337222222222,89.27475,bcs1
9829,Z5053,4.89,Box Culvert,LRP004b,.,3.0,A,115705,Kahalu Thana Connecting Road,4.89,6.0,2004.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8351388888888,89.2874444444444,bcs1
9830,Z5053,6.35,Slab Culvert,LRP006a,.,2.5,A,115707,Kahalu Thana Connecting Road,6.35,4.5,1990.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8367222222222,89.30175,bcs1
9831,Z5053,9.06,Box Culvert,LRP009a,.,2.0,A,117941,Kahalu Thana Connecting Road,9.06,6.6,1998.0,1.0,Rangpur,Bogra,Bogra,Bogra,24.8397222222222,89.3283888888888,bcs1
9832,Z5054,0.995,Box Culvert,LRP001a,.,6.6,A,115302,Boragarirhat-Khoksharhat-Dimla Road,0.995,6.5,2004.0,2.0,Rangpur,Dinajpur,Nilphamari,Nilphamari,26.1124166666666,88.8643055555555,bcs1
9833,Z5054,1.21,Box Culvert,LRP002a,.,10.6,A,115303,Boragarirhat-Khoksharhat-Dimla Road,1.21,6.5,2004.0,2.0,Rangpur,Dinajpur,Nilphamari,Nilphamari,26.1139444444444,88.8655833333333,bcs1
9834,Z5054,1.78,Box Culvert,LRP002b,.,3.6,A,115304,Boragarirhat-Khoksharhat-Dimla Road,1.78,7.6,2004.0,1.0,Rangpur,Dinajpur,Nilphamari,Nilphamari,26.1181111111111,88.8683333333333,bcs1
9835,Z5054,3.71,Box Culvert,LRP004b,.,3.0,A,115305,Boragarirhat-Khoksharhat-Dimla Road,3.71,7.5,2002.0,1.0,Rangpur,Dinajpur,Nilphamari,Nilphamari,26.1253888888888,88.8848611111111,bcs1
9836,Z5054,6.35,Box Culvert,LRP007a,.,10.6,A,115306,Boragarirhat-Khoksharhat-Dimla Road,6.35,7.5,2000.0,2.0,Rangpur,Dinajpur,Nilphamari,Nilphamari,26.1437777777777,88.8912222222222,bcs1
9837,Z5054,8.78,Box Culvert,LRP009c,.,3.6,A,115307,Boragarirhat-Khoksharhat-Dimla Road,8.78,7.6,2002.0,1.0,Rangpur,Dinajpur,Nilphamari,Nilphamari,26.1519166666666,88.9093055555555,bcs1
9838,Z5055,0.965,Box Culvert,LRPSa,.,6.6,A,115258,Thakurgaon-Pirganj Road,0.965,7.6,1992.0,2.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0346944444444,88.4168888888888,bcs1
9839,Z5055,1.61,Box Culvert,LRP001a,.,2.0,A,115260,Thakurgaon-Pirganj Road,1.61,7.6,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0292499999999,88.41475,bcs1
9840,Z5055,2.22,Box Culvert,LRP002a,.,3.6,A,115261,Thakurgaon-Pirganj Road,2.22,5.5,1989.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0238611111111,88.4137777777777,bcs1
9841,Z5055,3.54,Box Culvert,LRP003a,.,4.6,A,115263,Thakurgaon-Pirganj Road,3.54,6.5,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0125833333333,88.4099166666666,bcs1
9842,Z5055,5.75,Box Culvert,LRP005a,.,6.6,A,115280,Thakurgaon-Pirganj Road,5.75,7.6,1992.0,2.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0346944444444,88.4168888888888,bcs1
9843,Z5055,6.14,Box Culvert,LRP006a,.,2.0,A,115265,Thakurgaon-Pirganj Road,6.14,7.6,2004.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.9918611111111,88.3978611111111,bcs1
9844,Z5055,6.26,Box Culvert,LRP006b,.,3.0,A,115266,Thakurgaon-Pirganj Road,6.26,7.6,1999.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.9908333333333,88.39725,bcs1
9845,Z5055,8.64,Slab Culvert,LRP008b,.,1.6,A,115268,Thakurgaon-Pirganj Road,8.64,4.5,1987.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.9709444444444,88.3891666666666,bcs1
9846,Z5055,12.24,Box Culvert,LRP012a,.,9.6,A,115269,Thakurgaon-Pirganj Road,12.24,5.0,1998.0,3.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.9404722222222,88.3774166666666,bcs1
9847,Z5055,13.9,Box Culvert,LRP013a,.,5.6,A,115271,Thakurgaon-Pirganj Road,13.9,6.5,1999.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.9268611111111,88.3701388888888,bcs1
9848,Z5055,19.97,PC Girder Bridge,LRP020a,.,40.0,A,115275,Thakurgaon-Pirganj Road,19.97,5.5,1992.0,3.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.87425,88.3573611111111,bcs1
9849,Z5058,0.301,RCC Girder Bridge,LRPSa,.,13.0,A,116281,Ullahpara-Belkuchi Road,0.301,4.3,1993.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2769444444444,89.5803888888888,bcs1
9850,Z5058,1.158,PC Girder Bridge,LRP001a,Sonatola Bridge,348.03,A,121798,Ullahpara-Belkuchi Road,1.158,,,,Rajshahi,Pabna,Sirajganj,Ullapara,24.2770827,89.5870552,road_precise
9851,Z5058,2.48,Slab Culvert,LRP002a,.,5.5,A,116282,Ullahpara-Belkuchi Road,2.48,6.5,1980.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2755555555555,89.5975277777777,bcs1
9852,Z5058,4.76,Box Culvert,LRP004a,.,3.6,A,116283,Ullahpara-Belkuchi Road,4.76,6.8,2002.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.28625,89.6138611111111,bcs1
9853,Z5058,6.5,RCC Girder Bridge,LRP006a,.,13.5,A,116285,Ullahpara-Belkuchi Road,6.5,5.0,1996.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2866666666666,89.6311111111111,bcs1
9854,Z5058,7.05,Box Culvert,LRP007a,.,5.6,A,116286,Ullahpara-Belkuchi Road,7.05,6.0,1992.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.28725,89.6364444444444,bcs1
9855,Z5058,11.12,RCC Girder Bridge,LRP011a,.,13.5,A,116288,Ullahpara-Belkuchi Road,11.12,5.0,1985.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2715833333333,89.6690555555555,bcs1
9856,Z5058,11.96,Slab Culvert,LRP011c,.,4.0,A,116289,Ullahpara-Belkuchi Road,11.96,5.0,1986.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2671666666666,89.6757222222222,bcs1
9857,Z5058,12.463,RCC Girder Bridge,LRP012a,.,11.0,A,116290,Ullahpara-Belkuchi Road,12.463,5.0,1991.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2676388888888,89.68025,bcs1
9858,Z5058,13.79,Box Culvert,LRP013a,.,4.6,A,116291,Ullahpara-Belkuchi Road,13.79,6.0,1995.0,1.0,Rajshahi,Pabna,Sirajganj,Ullapara,24.2750555555555,89.6878888888888,bcs1
9859,Z5059,0.025,Slab Culvert,LRPSa,.,4.6,A,115154,Thakurgaon-Ruhea Road,0.025,6.2,1976.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0390277777777,88.4453055555555,bcs1
9860,Z5059,0.29,Box Culvert,LRPSb,.,2.0,A,115257,Thakurgaon-Ruhea Road,0.29,7.6,1994.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0413055555555,88.4441666666666,bcs1
9861,Z5059,1.16,Slab Culvert,LRP001a,.,4.6,A,115259,Thakurgaon-Ruhea Road,1.16,6.5,1981.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0485833333333,88.4406666666666,bcs1
9862,Z5059,2.35,Box Culvert,LRP002a,.,2.0,A,115262,Thakurgaon-Ruhea Road,2.35,7.6,1988.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0584166666666,88.4362222222222,bcs1
9863,Z5059,2.51,Slab Culvert,LRP002b,.,1.0,A,115264,Thakurgaon-Ruhea Road,2.51,7.6,1982.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0596944444444,88.4353611111111,bcs1
9864,Z5059,2.6,Slab Culvert,LRP002c,.,2.6,A,115267,Thakurgaon-Ruhea Road,2.6,5.5,1981.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0603888888888,88.4349444444444,bcs1
9865,Z5059,3.73,Slab Culvert,LRP003a,.,5.0,A,115270,Thakurgaon-Ruhea Road,3.73,5.5,1994.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0701388888888,88.4319722222222,bcs1
9866,Z5059,3.93,Box Culvert,LRP003b,.,2.0,A,115272,Thakurgaon-Ruhea Road,3.93,6.0,1974.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0717777777777,88.4309444444444,bcs1
9867,Z5059,5.81,Box Culvert,LRP005a,.,4.4,A,115276,Thakurgaon-Ruhea Road,5.81,7.2,1986.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0875833333333,88.4270555555555,bcs1
9868,Z5059,6.09,Slab Culvert,LRP006a,.,4.6,A,115277,Thakurgaon-Ruhea Road,6.09,6.0,1981.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.0956111111111,88.4260555555555,bcs1
9869,Z5059,9.49,Box Culvert,LRP009a,.,2.2,A,115278,Thakurgaon-Ruhea Road,9.49,7.6,1988.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1208888888888,88.425,bcs1
9870,Z5059,9.71,Box Culvert,LRP009b,.,3.6,A,115279,Thakurgaon-Ruhea Road,9.71,7.6,1982.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1229166666666,88.4251111111111,bcs1
9871,Z5059,10.68,Box Culvert,LRP010b,.,2.0,A,115281,Thakurgaon-Ruhea Road,10.68,7.6,1978.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.13,88.4216944444444,bcs1
9872,Z5059,10.925,Box Culvert,LRP011a,.,3.6,A,115283,Thakurgaon-Ruhea Road,10.925,7.5,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1313888888888,88.41975,bcs1
9873,Z5059,10.99,Box Culvert,LRP010c,.,2.2,A,115282,Thakurgaon-Ruhea Road,10.99,7.6,1976.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.13125,88.4199722222222,bcs1
9874,Z5059,11.65,Box Culvert,LRP011b,.,1.5,A,115284,Thakurgaon-Ruhea Road,11.65,7.6,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1368055555555,88.4170833333333,bcs1
9875,Z5059,11.83,PC Girder Bridge,LRP011c,.,30.6,A,115285,Thakurgaon-Ruhea Road,11.83,4.6,1991.0,3.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1380555555555,88.4163888888888,bcs1
9876,Z5059,12.4,Box Culvert,LRP012a,.,2.4,A,115286,Thakurgaon-Ruhea Road,12.4,7.6,2000.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1418055555555,88.4137777777777,bcs1
9877,Z5059,12.78,Box Culvert,LRP012b,.,1.7,A,115287,Thakurgaon-Ruhea Road,12.78,7.6,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1452777777777,88.4136666666666,bcs1
9878,Z5059,13.98,Box Culvert,LRP014a,.,2.0,A,115288,Thakurgaon-Ruhea Road,13.98,7.2,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1551944444444,88.4105,bcs1
9879,Z5059,15.06,Box Culvert,LRP015a,.,1.5,A,115289,Thakurgaon-Ruhea Road,15.06,7.6,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.1635555555555,88.4084722222222,bcs1
